ID,COMPONENT CODE,TRUCK CODE,LABOR OPERATION DESCRIPTION,ERT
942,13,CAR,"CALIPER, BRAKE FRONT - REPLACE BOTH",1.30
943,13,CAR,"CALIPER, BRAKE FRONT - REPLACE ONE",1.10
944,13,CAR,"CALIPER, BRAKE REAR - REPLACE ONE",1.10
945,13,CAR,"CALIPERS, BRAKE REAR - REPLACE BOTH",1.30
946,13,CAR,"CYLINDER, MASTER - REPLACE",1.00
947,13,CAR,"CYLINDER, WHEEL REAR (BOTH) - REPLACE",2.00
948,13,CAR,"CYLINDER, WHEEL REAR (ONE) - REPLACE",1.20
949,13,CAR,"HOSES, BRAKE FRONT - REPLACE",1.20
950,13,CAR,"HOSES, BRAKE REAR - REPLACE",1.10
951,13,CAR,"LINE, BRAKE - REPLACE",1.20
952,13,CAR,"MOTOR, ANTI-LOCK PUMP - REPLACE",1.50
953,13,CAR,"PADS, DISC BRAKE FRONT - REPLACE",0.70
954,13,CAR,"PADS, DISC BRAKE REAR - REPLACE",0.70
955,13,CAR,"PEDAL, EMERGENCY BRAKE ASSY - REPLACE",1.80
956,13,CAR,"ROD, ANTI-LOCK PUSH ASSY - REPLACE",1.80
957,13,CAR,"ROTOR, BRAKE FRONT (BOTH) - REPLACE",1.10
958,13,CAR,"ROTOR, BRAKE FRONT (ONE) - REPLACE",0.70
959,13,CAR,"ROTORS AND PADS, BRAKE (REAR) - REPLACE",1.10
960,13,CAR,"ROTORS, BRAKE REAR (BOTH) - REPLACE",1.10
961,13,CAR,"SEALS, FRONT WHEEL (BOTH) - REPLACE",2.00
962,13,CAR,"SHOE, PARKING BRAKE ASSY - REPLACE",2.30
963,13,CAR,"UNIT ASSY, ANTI-LOCK BRAKE - REPLACE",0.80
964,13,CAR,"UNIT, ANTI-LOCK CONTROL - REPLACE",2.80
965,13,CAR,"VALVE, PROPORTIONING (REAR)",1.30
966,13,CAR,"VALVE, VACUUM BOOSTER CHECK - REPLACE",0.35
967,15,CAR,"BEARING, STEERING LOWER SHAFT - REPLACE",1.20
968,15,CAR,"BEARING, STEERING UPPER MAST JACKET - REPLACE",1.40
969,15,CAR,"COLUMN, STEERING - REPLACE",1.60
970,15,CAR,"COOLER, POWER STEERING - REPLACE",1.00
971,15,CAR,"FLUID, POWER STEERING - FLUSH",1.00
972,15,CAR,"HOUSING, SHIFT - REPLACE",1.40
973,15,CAR,"PULLEY, POWER STEERING PUMP - REPLACE",1.80
974,15,CAR,"PUMP, POWER STEERING - REPLACE",2.70
975,15,CAR,"RESERVOIR, POWER STEERING PUMP - REPLACE",0.20
976,15,CAR,"TUBE, SHIFT SELECTOR - REPLACE",0.80
977,15,CAR,"WHEEL, STEERING - REPLACE",0.70
978,15,CAR,STEERING RACK / GEAR - REPLACE,3.10
979,16,CAR,"ACTUATOR ASSY, FRONT - REPLACE",1.70
980,16,CAR,"ACTUATOR ASSY, REAR - REPLACE",1.70
981,16,CAR,"ALIGNMENT, 2 WHEEL",1.40
982,16,CAR,"ALIGNMENT, 4 WHEEL",2.20
983,16,CAR,"COMPRESSOR, AIR SUSPENSION - REPLACE",0.70
984,16,CAR,"DRYER, ASSY AIR SUSPENSION - REPLACE",0.80
985,16,CAR,"STABILIZER, ANTI-SWAY BAR BUSHING - REPLACE ONE",0.40
986,16,CAR,"STABILIZER, ANTI-SWAY BAR BUSHING - REPLACE BOTH",0.60
987,16,CAR,"STABILIZER, ANTI-SWAY BAR FRONT - REPLACE",1.10
988,16,CAR,"STABILIZER, ANTI-SWAY BAR END-LINK - REPLACE ONE",0.70
989,16,CAR,"STABILIZER, ANTI-SWAY BAR END-LINK - REPLACE TWO",0.80
990,16,CAR,"FRONT END, INSPECTION",0.40
991,16,CAR,"SENSOR, ADJUST HEIGHT - REPLACE",0.50
992,16,CAR,"SENSOR, FRONT HEIGHT - REPLACE",0.50
993,16,CAR,"SENSOR, REAR HEIGHT - REPLACE",0.40
994,16,CAR,"SHOCKS, REAR (BOTH) - REPLACE",0.40
995,16,CAR,"SPRING, FRONT COIL (BOTH) - REPLACE",2.50
996,16,CAR,"SPRING, REAR LEAF (BOTH SIDES) - REPLACE",3.20
997,16,CAR,"SPRINGS, REAR AIR - REPLACE",2.20
998,16,CAR,"SPRINGS, REAR AIR - REPLACE",2.20
999,16,CAR,"STRUT, FRONT (BOTH) - REPLACE",1.40
1000,16,CAR,"STRUT, FRONT (ONE) - REPLACE",1.00
1001,16,CAR,"VALVE, CONTROL AIR SUSPENSION - REPLACE",0.70
1002,17,CAR,"COVERS, LOCKING WHEEL (4)",0.20
1003,17,CAR,TIRE - REPAIR,0.70
1004,17,CAR,TIRE - REPLACE / BALANCE 1,0.60
1005,17,CAR,TIRE - REPLACE / BALANCE 2,1.00
1006,17,CAR,TIRE - REPLACE / BALANCE 3,1.40
1007,17,CAR,TIRE - REPLACE / BALANCE 4,1.80
1008,17,CAR,"TIRE, BALANCE 1",0.40
1009,17,CAR,"TIRE, BALANCE 2",0.60
1010,17,CAR,"TIRE, BALANCE 3",0.80
1011,17,CAR,"TIRE, BALANCE 4",1.00
1012,18,CAR,WHEEL - CHECK RUN OUT,0.30
1013,18,CAR,WHEEL - REPLACE 1 - INCLUDES MOUNT & BALANCE,0.60
1014,18,CAR,WHEEL - REPLACE 2 - INCLUDES MOUNT & BALANCE,1.00
1015,18,CAR,WHEEL - REPLACE 3 - INCLUDES MOUNT & BALANCE,1.40
1016,18,CAR,WHEEL - REPLACE 4 - INCLUDES MOUNT & BALANCE,1.80
1017,21,CAR,AXLE / CV SHAFT - REPLACE,0.50
1018,21,CAR,AXLE / CV SHAFT - REPLACE BOTH,0.90
1019,21,CAR,"BOOT, CV AXLE SHAFT INNER - REPLACE",1.30
1020,21,CAR,"BOOT, CV AXLE SHAFT OUTER - REPLACE",1.40
1021,21,CAR,"HUB, FRONT BEARING (BOTH) - REPLACE",1.20
1022,21,CAR,"HUB, FRONT BEARING (ONE) - REPLACE",0.80
1023,21,CAR,"SEAL, FRONT AXLE SHAFT / DIFFERENTIAL OUTPUT - REPL,",0.20
1024,22,CAR,"HOUSING, REAR AXLE ASSY - REPLACE",2.90
1025,22,CAR,"HUB OR BEARING, WHEEL REAR - REPLACE",0.90
1026,22,CAR,"HUB OR BEARING, WHEEL REAR (BOTH) - REPLACE",1.60
1027,22,CAR,PRESS BEARINGS AND HUB ASSY,0.40
1028,22,CAR,"SEAL, REAR DIFFERENTIAL OUTPUT - REPLACE",1.10
1029,22,CAR,"SEAL, WHEEL REAR (BOTH) - REPLACE",1.90
1030,22,CAR,"SEAL, WHEEL REAR (ONE) - REPLACE",1.00
1031,22,CAR,"SHAFT, REAR DIFFERENTIAL OUTPUT - REPLACE",1.60
1032,22,CAR,SHOP SUPPLIES,0.05
1033,22,CAR,"SPINDLE, REAR AXLE - REPLACE",0.90
1034,27,CAR,"BEARING, FRONT OUTPUT SHAFT (INTERNAL TO TRANS.)- F",5.80
1035,27,CAR,"CABLE, SHIFT - REPLACE",1.40
1036,27,CAR,"CONVERTER, TORQUE - REPLACE",5.90
1037,27,CAR,"COOLER, TRANSMISSION - REPLACE",2.80
1038,27,CAR,"FILTER, TRANSMISSION FLUID",1.60
1039,27,CAR,"FLYWHEEL, AUTOMATIC - REPLACE",5.90
1040,27,CAR,"LEVER, SHIFT SELECTOR - ADJUST",0.60
1041,27,CAR,"LINES, TRANSMISSION- REPLACE",0.80
1042,27,CAR,SHOP SUPPLIES,0.05
1043,27,CAR,TRANSMISSION - REPLACE,5.60
1044,27,CAR,"TRANSMISSION, FLUSH",0.70
1045,27,CAR,"VALVE, BODY - REPLACE",1.50
1046,31,CAR,ALTERNATOR - REPLACE,1.10
1047,31,CAR,"REGULATOR, EXTERNAL - REPLACE",0.25
1048,32,CAR,BATTERY - REPLACE,0.40
1049,32,CAR,"CABLE, BATTERY NEGATIVE - REPLACE",0.20
1050,32,CAR,"CABLE, BATTERY POSITIVE - REPLACE",0.80
1051,32,CAR,"RELAY, STARTER - REPLACE",0.40
1052,32,CAR,"SOLENOID, STARTER - REPLACE",1.40
1053,32,CAR,STARTER- REPLACE,1.00
1054,32,CAR,"TERMINAL/CABLE END, BATTERY - REPLACE",0.20
1055,33,CAR,"PLUGS, SPARK - REPLACE",1.60
1056,33,CAR,"SWITCH, IGNITION - REPLACE",1.10
1057,33,CAR,"WIRES, IGNITION / SPARK PLUG - REPLACE",1.20
1058,34,CAR,"BULB, 3RD BRAKE LIGHT - REPLACE",0.50
1059,34,CAR,"BULB, DASH LIGHT (ONE) - REPLACE",0.50
1060,34,CAR,"BULB, EXTERIOR - REPLACE",0.30
1061,34,CAR,"BULB, HEADLIGHT - REPLACE",0.40
1062,34,CAR,"BULB, TAG LIGHT - REPLACE",0.10
1063,34,CAR,"BULB, TAIL LIGHT - REPLACE",0.30
1064,34,CAR,"BULB, TURN SIGNAL - REPLACE",0.30
1065,34,CAR,"FLASHER, HAZARD OR TURN SIGNAL - REPLACE",0.30
1066,34,CAR,"HEADLIGHT, ASSY - REPLACE",0.30
1067,34,CAR,"HEADLIGHTS, 2 - ADJUST",0.50
1068,34,CAR,"LENS, TAIL LIGHT - REPLACE",0.30
1069,34,CAR,"LENS, TURN SIGNAL - REPLACE",0.30
1070,34,CAR,"LIGHT, TAIL ASSY - REPLACE",0.40
1071,34,CAR,"SWITCH, COURTESY LIGHT - REPLACE",1.00
1072,34,CAR,"SWITCH, HEADLIGHT - REPLACE",0.80
1073,34,CAR,"SWITCH, MULTIFUNCTION / COMBI (TURN, WIPER, DIMMER)",0.70
1074,35,CAR,"ACTUATOR, THROTTLE KICKER - REPLACE",0.40
1075,35,CAR,BLOWER RELAY,0.30
1076,35,CAR,"BUZZER, SEAT BELT WARNING - REPLACE",0.60
1077,35,CAR,"CONTACT, HORN - REPLACE",1.00
1078,35,CAR,"HARNESS, CRUISE CONTROL - REPLACE",0.90
1079,35,CAR,"HARNESS, ENGINE WIRING - REPLACE",5.30
1080,35,CAR,"HARNESS, INJECTOR WIRING - REPLACE",1.60
1081,35,CAR,HORN ASSY - REPLACE,0.30
1082,35,CAR,"MODULE, AIR BAG CONTROL - REPLACE",0.80
1083,35,CAR,"MODULE, AIR SUSPENSION - REPLACE",0.50
1084,35,CAR,"MODULE, AUTO SHUT DOWN (MOTION) - REPLACE",2.50
1085,35,CAR,"MODULE, BODY CONTROL -REPLACE",0.90
1086,35,CAR,"MODULE, CONTROL UNIT - REPLACE",0.70
1087,35,CAR,"MODULE, CRUISE CONTROL - REPLACE",0.80
1088,35,CAR,"MODULE, ECM PROM CALIBRATOR - REPLACE",0.80
1089,35,CAR,"MODULE, ELECTRONIC IGNITION - REPLACE",0.90
1090,35,CAR,"MODULE, ELECTRONIC SPARK CONTROL - REPLACE",0.60
1091,35,CAR,"MODULE, ENGINE CONTROL - REPLACE",1.20
1092,35,CAR,"MODULE, FUEL COMPUTER (DASH UNIT) - REPLACE",1.50
1093,35,CAR,"MODULE, LOGIC - REPLACE",1.30
1094,35,CAR,"MODULE, POWER - REPLACE",1.00
1095,35,CAR,"MODULE, RIDE CONTROL - REPLACE",0.60
1096,35,CAR,"MODULE, SEAT BELT CONTROL - REPLACE",0.40
1097,35,CAR,"MODULE, TRANSMISSION CONTROL - REPLACE",0.80
1098,35,CAR,"MOTOR, FRONT WINDOW - REPLACE",1.70
1099,35,CAR,"MOTOR, QUARTER WINDOW - REPLACE",0.90
1100,35,CAR,"MOTOR, REAR WINDOW - REPLACE",1.60
1101,35,CAR,"MOTOR, SEAT BELT - REPLACE",0.80
1102,35,CAR,"MOTOR, TAIL GATE WINDOW WIPER - REPLACE",0.60
1103,35,CAR,"MOTOR, WINDSHIELD WIPER - REPLACE",1.10
1104,35,CAR,"PUMP, LEAK DETECTION - REPLACE",0.40
1105,35,CAR,"PUMP, REAR WASHER - REPLACE",1.20
1106,35,CAR,"PUMP, WINDSHIELD WASHER - REPLACE",0.40
1107,35,CAR,REFLASH COMPUTER,0.70
1108,35,CAR,"RELAY, AIR COMPRESSOR SUSPENSION - REPLACE",0.50
1109,35,CAR,"RELAY, ANTI-LOCK CONTROL - REPLACE",0.60
1110,35,CAR,"RELAY, ELECTRONIC CONTROL -REPLACE",0.60
1111,35,CAR,"RELAY, HORN - REPLACE",0.60
1112,35,CAR,"SENSOR, AIR BAG - REPLACE",0.70
1113,35,CAR,"SENSOR, AIR CHARGE TEMP - REPLACE",0.30
1114,35,CAR,"SENSOR, AIR CLEANER TEMP - REPLACE",0.30
1115,35,CAR,"SENSOR, AIR CONTROL - REPLACE",0.30
1116,35,CAR,"SENSOR, ANTI-LOCK BRAKE FLUID - REPLACE",0.35
1117,35,CAR,"SENSOR, ANTI-LOCK FRONT WHEEL - REPLACE",0.80
1118,35,CAR,"SENSOR, ANTI-LOCK REAR WHEEL - REPLACE",1.00
1119,35,CAR,"SENSOR, BAROMETRIC - REPLACE",0.50
1120,35,CAR,"SENSOR, CAMSHAFT POSITION - REPLACE",0.60
1121,35,CAR,"SENSOR, CHARGE TEMP - REPLACE",0.30
1122,35,CAR,"SENSOR, COOLANT TEMP - REPLACE",0.50
1123,35,CAR,"SENSOR, CRANKSHAFT POSITION - REPLACE",1.20
1124,35,CAR,"SENSOR, CRUISE CONTROL - REPLACE",1.00
1125,35,CAR,"SENSOR, INPUT/OUTPUT -REPLACE",0.60
1126,35,CAR,"SENSOR, KNOCK - REPLACE",1.50
1127,35,CAR,"SENSOR, MAF (MASS AIR FLOW) - REPLACE",0.60
1128,35,CAR,"SENSOR, MANIFOLD TEMP - REPLACE",0.50
1129,35,CAR,"SENSOR, MAP - REPLACE",0.50
1130,35,CAR,"SENSOR, 02 OXYGEN - REPLACE",0.60
1131,35,CAR,"SENSOR, OIL PRESSURE - REPLACE",0.30
1132,35,CAR,"SENSOR, STEERING ASSY - REPLACE",1.30
1133,35,CAR,"SENSOR, THROTTLE POSITION (TPS) - REPLACE",1.00
1134,35,CAR,"SENSOR, TIRE PRESSURE - REPLACE",1.00
1135,35,CAR,"SENSOR, TRANSMISSION INPUT/OUTPUT SPEED - REPLACE",0.50
1136,35,CAR,"SENSOR, TRANSMISSION RANGE/POSITION/NEUTRAL SAFE",0.40
1137,35,CAR,"SERVO, CRUISE CONTROL - REPLACE",1.00
1138,35,CAR,"SOLENOID, 3 WAY - REPLACE",0.35
1139,35,CAR,"SOLENOID, CANISTER PURGE - REPLACE",0.50
1140,35,CAR,"SOLENOID, EGR CONTROL - REPLACE",0.50
1141,35,CAR,"SOLENOID, MIXTURE CONTROL - REPLACE",1.50
1142,35,CAR,"SOLENOID, TCS - REPLACE",0.30
1143,35,CAR,"SOLENOID, TORQUE CONVERTER - REPLACE",2.20
1144,35,CAR,"SOLENOID, VACUUM REGULATOR",0.30
1145,35,CAR,"SPRING, AIR BAG CLOCK - REPLACE",1.00
1146,35,CAR,"SWITCH ASSY, AIR SUSPENSION - REPLACE",0.50
1147,35,CAR,"SWITCH, ANTI-LOCK - REPLACE",1.30
1148,35,CAR,"SWITCH, ANTI-LOCK PRESSURE - REPLACE",1.50
1149,35,CAR,"SWITCH, BLOWER",0.60
1150,35,CAR,"SWITCH, BRAKE LIGHT- REPLACE",0.60
1151,35,CAR,"SWITCH, BRAKE SENSOR - REPLACE",0.70
1152,35,CAR,"SWITCH, HAZARD - REPLACE",0.80
1153,35,CAR,"SWITCH, MIRROR CONTROL - REPLACE",0.60
1154,35,CAR,"SWITCH, PARK BRAKE LIGHT - REPLACE",0.50
1155,35,CAR,"SWITCH, POWER SEAT - REPLACE",0.50
1156,35,CAR,"SWITCH, POWER STEERING PRESSURE - REPLACE",0.80
1157,35,CAR,"SWITCH, POWER WINDOW - REPLACE",0.50
1158,35,CAR,"SWITCH, POWER WINDOW - REPLACE",0.50
1159,35,CAR,"SWITCH, QUARTER WINDOW - REPLACE",0.60
1160,35,CAR,"SWITCH, REAR POWER WINDOW - REPLACE",0.90
1161,35,CAR,"SWITCH, SEAT BELT LIMIT - REPLACE",0.50
1162,35,CAR,"SWITCH, SEAT BELT RELEASE - REPLACE",1.00
1163,35,CAR,"SWITCH, TAIL GATE WINDOW - REPLACE",0.50
1164,35,CAR,"SWITCH, THERMAL VACUUM - REPLACE",0.40
1165,35,CAR,"SWITCH, THERMO COOLANT FAN - REPLACE",0.40
1166,35,CAR,"SWITCH, WINDSHIELD WASHER - REPLACE",1.20
1167,35,CAR,TEMP SENDING UNIT - REPLACE,0.40
1168,35,CAR,"TRANSDUCER, BACK PRESSURE - REPLACE",0.70
1169,35,CAR,TRANSMISSION SHIFT SOLENOID PACK - REPLACE,0.90
1170,35,CAR,"WIRE, HORN FUSIBLE LINK - REPLACE",0.30
1171,41,CAR,"FILTER, AIR - REPLACE",0.20
1172,41,CAR,"HOUSING, AIR FILTER - REPLACE",0.50
1173,42,CAR,"COOLING SYSTEM, DRAIN AND FILL",0.60
1174,42,CAR,"COOLING SYSTEM, FLUSH",0.80
1175,42,CAR,"FAN, ENGINE COOLING - REPLACE",1.00
1176,42,CAR,"PUMP, WATER - REPLACE",2.20
1177,42,CAR,RADIATOR - REPLACE,2.30
1178,42,CAR,"RESERVOIR, COOLANT - REPLACE",0.60
1179,42,CAR,THERMOSTAT OR HOUSING - REPLACE,0.70
1180,43,CAR,"BELT, AIR PUMP - REPLACE",0.50
1181,43,CAR,"CONVERTER, CATALYTIC - REPLACE",1.40
1182,43,CAR,EXHAUST MANIFOLD OR GASKET (FRONT) - REPLACE,1.00
1183,43,CAR,EXHAUST MANIFOLD OR GASKET (REAR) - REPLACE,2.50
1184,43,CAR,"EXHAUST PIPE, CROSSOVER - REPLACE",0.90
1185,43,CAR,"EXHAUST PIPE, EXTENSION - REPLACE",0.60
1186,43,CAR,"EXHAUST SYSTEM, COMPLETE - REPLACE",1.50
1187,43,CAR,"FEEDER, PULSE AIR - REPLACE",0.40
1188,43,CAR,"HANGER, EXHAUST SYSTEM - REPLACE",0.50
1189,43,CAR,"MODULATOR, EGR - REPLACE",0.90
1190,43,CAR,"MUFFLER, EXHAUST - REPLACE",0.40
1191,43,CAR,"PUMP, AIR - REPLACE",0.80
1192,43,CAR,"TUBE, ASPIRATOR - REPLACE",0.80
1193,43,CAR,"TUBE, EGR",0.50
1194,43,CAR,"VALVE, ASPIRATOR - REPLACE",0.30
1195,43,CAR,"VALVE, DECELERATION - REPLACE",0.30
1196,43,CAR,"VALVE, EGR - REPLACE",0.70
1197,43,CAR,"VALVE, EXHAUST MANIFOLD HEAT - REPLACE",0.80
1198,43,CAR,"VALVE, PULSE AIR - REPLACE",0.80
1199,43,CAR,"VALVE, VACUUM DELAY - REPLACE",1.50
1200,44,CAR,AIR FLOW METER - ADJUST,0.30
1201,44,CAR,AIR FLOW METER - REPLACE,2.00
1202,44,CAR,"CABLE, THROTTLE CONTROL - REPLACE",0.60
1203,44,CAR,"DIAPHRAGM, HEATED AIR DOOR - REPLACE",0.40
1204,44,CAR,DRAIN AND REFILL FUEL TANK,0.80
1205,44,CAR,"FILTER, FUEL (IN-LINE) - REPLACE",0.40
1206,44,CAR,"FILTER, FUEL (IN-TANK) - REPLACE",1.00
1207,44,CAR,"HOSE, FUEL RETURN - REPLACE",0.50
1208,44,CAR,"HOSES, VACUUM - REPLACE",1.00
1209,44,CAR,IDLE CONTROL / IAC - REPLACE,0.60
1210,44,CAR,"INJECTOR, FUEL (ONE OR ALL) - REPLACE",1.60
1211,44,CAR,"INJECTORS, FUEL - CLEAN",0.70
1212,44,CAR,"INSPECTION, STATE",0.30
1213,44,CAR,"PLATE, HYDRAULIC SUPPORT - REPLACE",0.90
1214,44,CAR,"PUMP, FUEL - REPLACE",1.30
1215,44,CAR,"RAIL, FUEL - REPLACE",1.80
1216,44,CAR,"REGULATOR, FUEL PRESSURE - REPLACE",1.30
1217,44,CAR,"TANK, FUEL - REPLACE",1.30
1218,44,CAR,THROTTLE POSITION - ADJUST,0.50
1219,45,CAR,"ADAPTER, OIL FILTER 3.3L EGA-EGM ENGINE",0.60
1220,45,CAR,"BELT, SERPENTINE",0.40
1221,45,CAR,"BUSHINGS OR CRADLE, ENGINE - REPLACE",5.50
1222,45,CAR,"CHAIN, TIMING - REPLACE",4.80
1223,45,CAR,"COVER, TIMING - REPLACE",4.20
1224,45,CAR,"ENGINE, 3.3L MULTIPORT Fl - REPLACE WITH COMPLETE A!",11.80
1225,45,CAR,"ENGINE, 3.3L MULTIPORT Fl - REPLACE WITH LONG BLOCK",16.70
1226,45,CAR,"FILTER, CRANKCASE VENT",0.20
1227,45,CAR,"LOF; LUBE, OIL & FILTER - REPLACE",0.30
1228,45,CAR,"GASKET, CYLINDER HEAD - REPLACE BOTH",5.90
1229,45,CAR,"GASKET, FRONT CYLINDER HEAD - REPLACE",3.50
1230,45,CAR,"GASKET, OIL FILTER ADAPTER 0 RING - REPLACE",0.60
1231,45,CAR,"GASKET, REAR CYLINDER HEAD - REPLACE",4.80
1232,45,CAR,"GASKET, TIMING COVER - REPLACE",3.90
1233,45,CAR,"HEAD, CYLINDER - REPLACE BOTH",6.60
1234,45,CAR,"HEAD, FRONT CYLINDER - REPLACE",4.00
1235,45,CAR,"HEAD, REAR CYLINDER - REPLACE",5.30
1236,45,CAR,"MANIFOLD, LOWER INTAKE OR GASKET - REPLACE",2.90
1237,45,CAR,"MANIFOLD, UPPER INTAKE PLENUM OR GASKET - REPLACE",2.00
1238,45,CAR,"MOUNT, ENGINE ( RIGHT) - REPLACE",0.50
1239,45,CAR,"MOUNT, ENGINE (FRONT) - REPLACE",0.50
1240,45,CAR,"MOUNT, ENGINE (REAR) - REPLACE",0.70
1241,45,CAR,"MOUNT, TRANSMISSION (LEFT) - REPLACE",0.80
1242,45,CAR,"PAN OR GASKET, OIL - REPLACE",0.90
1243,45,CAR,"PLUG, FREEZE (ONE) - REPLACE",0.50
1244,45,CAR,"PUMP, OIL - REPLACE",3.70
1245,45,CAR,"SEAL, CRANKSHAFT - REPLACE",1.20
1246,45,CAR,"SEAL, REAR MAIN - REPLACE",5.10
1247,45,CAR,"SHROUD, FAN -REPLACE",0.70
1248,45,CAR,"TENSIONER, BELT - REPLACE",0.90
1249,45,CAR,"TUBE, OIL DIPSTICK - REPLACE",0.90
1250,45,CAR,TUNE UP (MAJOR),1.90
1251,45,CAR,"VALVE, PCV - REPLACE",0.20
1252,98,CAR,PMI LIGHT DELIVERY (A-INSPECTION),1.20
1253,98,CAR,PMI LIGHT DELIVERY (B-INSPECTION),2.70
1254,13,FFV,"INSPECT, ADJUST, & CLEAN BRAKES",0.50
1255,13,LLV,"INSPECT, ADJUST, & CLEAN BRAKES",0.50
1256,33,LLV,"COIL, IGNITION - REPLACE",0.60
1257,33,LLV,"MODULE, IGNITION - REPLACE",0.60
1258,33,LLV,"SWITCH, IGNITION - REPLACE",0.60
